날짜,업종,수요량(MJ),기온(°C),조업여부,요일
2024-08-12,식품·제조,2137.1,35.8,조업,월
2024-08-13,식품·제조,2165.9,32.5,조업,화
2024-08-14,식품·제조,2254.7,34.3,조업,수
2024-08-15,식품·제조,2219.3,34.3,조업,목
2024-08-16,식품·제조,2043.9,30.8,조업,금
2024-08-17,식품·제조,658.6,33.6,휴무,토
2024-08-18,식품·제조,625.9,31.5,휴무,일
2024-08-19,식품·제조,2216.0,34.1,조업,월
2024-08-20,식품·제조,2190.6,30.3,조업,화
2024-08-21,식품·제조,2163.4,34.7,조업,수
2024-08-22,식품·제조,2161.4,34.9,조업,목
2024-08-23,식품·제조,2064.6,33.2,조업,금
2024-08-24,식품·제조,583.3,35.0,휴무,토
2024-08-25,식품·제조,699.1,34.0,휴무,일
2024-08-26,식품·제조,2204.3,31.9,조업,월
2024-08-27,식품·제조,2116.9,31.5,조업,화
2024-08-28,식품·제조,2175.8,32.3,조업,수
2024-08-29,식품·제조,2218.8,36.0,조업,목
2024-08-30,식품·제조,2263.6,32.6,조업,금
2024-08-31,식품·제조,625.7,30.8,휴무,토
2024-09-01,식품·제조,688.9,28.0,휴무,일
2024-09-02,식품·제조,2324.8,29.7,조업,월
2024-09-03,식품·제조,2266.2,23.8,조업,화
2024-09-04,식품·제조,2408.0,28.8,조업,수
2024-09-05,식품·제조,2171.4,27.1,조업,목
2024-09-06,식품·제조,2218.3,28.0,조업,금
2024-09-07,식품·제조,712.4,26.1,휴무,토
2024-09-08,식품·제조,698.2,28.6,휴무,일
2024-09-09,식품·제조,2183.2,31.8,조업,월
2024-09-10,식품·제조,2441.6,27.6,조업,화
2024-09-11,식품·제조,2536.7,28.7,조업,수
2024-09-12,식품·제조,2327.3,29.7,조업,목
2024-09-13,식품·제조,2475.7,28.7,조업,금
2024-09-14,식품·제조,722.6,26.0,휴무,토
2024-09-15,식품·제조,733.2,26.1,휴무,일
2024-09-16,식품·제조,2527.7,27.0,조업,월
2024-09-17,식품·제조,2351.8,26.3,조업,화
2024-09-18,식품·제조,2400.8,23.6,조업,수
2024-09-19,식품·제조,2380.2,25.7,조업,목
2024-09-20,식품·제조,2379.9,28.6,조업,금
2024-09-21,식품·제조,730.3,28.7,휴무,토
2024-09-22,식품·제조,742.5,28.3,휴무,일
2024-09-23,식품·제조,2210.9,32.5,조업,월
2024-09-24,식품·제조,2440.9,26.4,조업,화
2024-09-25,식품·제조,2278.9,30.5,조업,수
2024-09-26,식품·제조,2413.3,26.7,조업,목
2024-09-27,식품·제조,2336.9,24.9,조업,금
2024-09-28,식품·제조,675.6,30.2,휴무,토
2024-09-29,식품·제조,724.2,27.2,휴무,일
2024-09-30,식품·제조,2392.9,28.2,조업,월
2024-10-01,식품·제조,2477.3,19.3,조업,화
2024-10-02,식품·제조,2806.1,24.5,조업,수
2024-10-03,식품·제조,2546.2,19.7,조업,목
2024-10-04,식품·제조,2914.1,20.5,조업,금
2024-10-05,식품·제조,760.9,24.3,휴무,토
2024-10-06,식품·제조,830.6,19.0,휴무,일
2024-10-07,식품·제조,2614.7,19.6,조업,월
2024-10-08,식품·제조,2696.5,20.3,조업,화
2024-10-09,식품·제조,2523.7,17.5,조업,수
2024-10-10,식품·제조,2602.3,17.6,조업,목
2024-10-11,식품·제조,2611.8,20.6,조업,금
2024-10-12,식품·제조,777.1,21.4,휴무,토
2024-10-13,식품·제조,800.0,23.5,휴무,일
2024-10-14,식품·제조,2712.9,19.3,조업,월
2024-10-15,식품·제조,2678.9,18.4,조업,화
2024-10-16,식품·제조,2386.6,18.5,조업,수
2024-10-17,식품·제조,2701.8,19.6,조업,목
2024-10-18,식품·제조,2699.7,17.8,조업,금
2024-10-19,식품·제조,799.6,19.4,휴무,토
2024-10-20,식품·제조,763.6,19.6,휴무,일
2024-10-21,식품·제조,2597.2,21.8,조업,월
2024-10-22,식품·제조,2592.8,22.5,조업,화
2024-10-23,식품·제조,2602.0,17.7,조업,수
2024-10-24,식품·제조,2634.7,21.1,조업,목
2024-10-25,식품·제조,2703.7,20.8,조업,금
2024-10-26,식품·제조,772.7,23.9,휴무,토
2024-10-27,식품·제조,815.3,19.0,휴무,일
2024-10-28,식품·제조,2774.9,18.5,조업,월
2024-10-29,식품·제조,2669.8,19.7,조업,화
2024-10-30,식품·제조,2518.7,18.3,조업,수
2024-10-31,식품·제조,2549.9,21.1,조업,목
2024-11-01,식품·제조,2907.8,8.5,조업,금
2024-11-02,식품·제조,876.9,13.2,휴무,토
2024-11-03,식품·제조,916.0,11.7,휴무,일
2024-11-04,식품·제조,2974.6,12.8,조업,월
2024-11-05,식품·제조,2767.9,13.5,조업,화
2024-11-06,식품·제조,2954.1,11.1,조업,수
2024-11-07,식품·제조,2931.2,11.5,조업,목
2024-11-08,식품·제조,2777.2,10.6,조업,금
2024-11-09,식품·제조,822.3,12.8,휴무,토
2024-11-10,식품·제조,892.9,14.8,휴무,일
2024-11-11,식품·제조,2823.7,10.0,조업,월
2024-11-12,식품·제조,2954.3,8.9,조업,화
2024-11-13,식품·제조,2674.1,11.3,조업,수
2024-11-14,식품·제조,3017.1,12.7,조업,목
2024-11-15,식품·제조,2643.4,12.7,조업,금
2024-11-16,식품·제조,854.8,7.5,휴무,토
2024-11-17,식품·제조,862.3,12.6,휴무,일
2024-11-18,식품·제조,2815.5,10.1,조업,월
2024-11-19,식품·제조,3115.4,11.7,조업,화
2024-11-20,식품·제조,2811.5,12.7,조업,수
2024-11-21,식품·제조,2911.3,11.6,조업,목
2024-11-22,식품·제조,2936.7,13.3,조업,금
2024-11-23,식품·제조,841.2,14.8,휴무,토
2024-11-24,식품·제조,857.3,11.5,휴무,일
2024-11-25,식품·제조,2832.9,10.8,조업,월
2024-11-26,식품·제조,2975.7,14.9,조업,화
2024-11-27,식품·제조,2736.0,12.3,조업,수
2024-11-28,식품·제조,2754.3,10.1,조업,목
2024-11-29,식품·제조,2945.9,9.7,조업,금
2024-11-30,식품·제조,880.4,12.3,휴무,토
2024-12-01,식품·제조,960.2,5.9,휴무,일
2024-12-02,식품·제조,3169.3,9.1,조업,월
2024-12-03,식품·제조,3185.2,7.5,조업,화
2024-12-04,식품·제조,3308.5,7.8,조업,수
2024-12-05,식품·제조,3010.2,9.3,조업,목
2024-12-06,식품·제조,3313.7,11.8,조업,금
2024-12-07,식품·제조,986.2,7.9,휴무,토
2024-12-08,식품·제조,895.0,5.0,휴무,일
2024-12-09,식품·제조,3361.1,2.1,조업,월
2024-12-10,식품·제조,3272.4,9.6,조업,화
2024-12-11,식품·제조,3363.8,7.4,조업,수
2024-12-12,식품·제조,3156.6,6.8,조업,목
2024-12-13,식품·제조,3204.3,5.0,조업,금
2024-12-14,식품·제조,910.2,4.8,휴무,토
2024-12-15,식품·제조,981.3,2.0,휴무,일
2024-12-16,식품·제조,3248.0,5.0,조업,월
2024-12-17,식품·제조,3506.0,3.1,조업,화
2024-12-18,식품·제조,3015.6,7.5,조업,수
2024-12-19,식품·제조,3199.4,2.0,조업,목
2024-12-20,식품·제조,3148.1,8.8,조업,금
2024-12-21,식품·제조,961.0,3.4,휴무,토
2024-12-22,식품·제조,978.8,7.8,휴무,일
2024-12-23,식품·제조,3010.3,8.4,조업,월
2024-12-24,식품·제조,3052.8,7.3,조업,화
2024-12-25,식품·제조,3324.0,7.7,조업,수
2024-12-26,식품·제조,3263.6,12.1,조업,목
2024-12-27,식품·제조,3261.2,5.9,조업,금
2024-12-28,식품·제조,980.9,7.1,휴무,토
2024-12-29,식품·제조,914.6,9.1,휴무,일
2024-12-30,식품·제조,3398.1,10.0,조업,월
2024-12-31,식품·제조,3198.1,6.8,조업,화
2023-01-01,섬유·의류,474.1,4.1,휴무,일
2023-01-02,섬유·의류,1651.5,8.3,조업,월
2023-01-03,섬유·의류,1761.2,7.7,조업,화
2023-01-04,섬유·의류,1624.9,3.8,조업,수
2023-01-05,섬유·의류,1594.9,4.5,조업,목
2023-01-06,섬유·의류,1638.4,2.7,조업,금
2023-01-07,섬유·의류,516.3,4.5,휴무,토
2023-01-08,섬유·의류,492.0,7.1,휴무,일
2023-01-09,섬유·의류,1596.1,6.3,조업,월
2023-01-10,섬유·의류,1618.0,5.8,조업,화
2023-01-11,섬유·의류,1675.0,4.3,조업,수
2023-01-12,섬유·의류,1686.4,5.6,조업,목
2023-01-13,섬유·의류,1622.1,6.9,조업,금
2023-01-14,섬유·의류,511.0,5.0,휴무,토
2023-01-15,섬유·의류,545.2,0.1,휴무,일
2023-01-16,섬유·의류,1741.6,5.5,조업,월
2023-01-17,섬유·의류,1555.0,6.2,조업,화
2023-01-18,섬유·의류,1772.5,5.6,조업,수
2023-01-19,섬유·의류,1660.6,6.5,조업,목
2023-01-20,섬유·의류,1857.6,5.1,조업,금
2023-01-21,섬유·의류,496.5,6.7,휴무,토
2023-01-22,섬유·의류,528.0,9.8,휴무,일
2023-01-23,섬유·의류,1549.4,7.6,조업,월
2023-01-24,섬유·의류,1739.7,6.1,조업,화
2023-01-25,섬유·의류,1700.8,10.2,조업,수
2023-01-26,섬유·의류,1621.5,2.3,조업,목
2023-01-27,섬유·의류,1705.6,6.4,조업,금
2023-01-28,섬유·의류,519.0,6.3,휴무,토
2023-01-29,섬유·의류,535.3,3.9,휴무,일
2023-01-30,섬유·의류,1625.6,3.8,조업,월
2023-01-31,섬유·의류,1678.0,7.1,조업,화
2023-02-01,섬유·의류,1666.4,4.1,조업,수
2023-02-02,섬유·의류,1544.1,6.7,조업,목
2023-02-03,섬유·의류,1596.7,7.3,조업,금
2023-02-04,섬유·의류,464.7,7.7,휴무,토
2023-02-05,섬유·의류,451.7,5.7,휴무,일
2023-02-06,섬유·의류,1593.9,8.1,조업,월
2023-02-07,섬유·의류,1564.5,9.2,조업,화
2023-02-08,섬유·의류,1521.0,3.4,조업,수
2023-02-09,섬유·의류,1535.5,4.1,조업,목
2023-02-10,섬유·의류,1532.2,6.1,조업,금
2023-02-11,섬유·의류,440.8,8.2,휴무,토
2023-02-12,섬유·의류,466.1,9.3,휴무,일
2023-02-13,섬유·의류,1539.4,8.2,조업,월
2023-02-14,섬유·의류,1575.6,7.8,조업,화
2023-02-15,섬유·의류,1598.3,9.9,조업,수
2023-02-16,섬유·의류,1463.7,4.8,조업,목
2023-02-17,섬유·의류,1612.0,5.4,조업,금
2023-02-18,섬유·의류,479.4,8.0,휴무,토
2023-02-19,섬유·의류,455.9,8.2,휴무,일
2023-02-20,섬유·의류,1539.9,8.0,조업,월
2023-02-21,섬유·의류,1591.5,9.3,조업,화
2023-02-22,섬유·의류,1590.2,8.9,조업,수
2023-02-23,섬유·의류,1549.0,8.9,조업,목
2023-02-24,섬유·의류,1523.3,8.1,조업,금
2023-02-25,섬유·의류,468.0,3.5,휴무,토
2023-02-26,섬유·의류,454.2,9.6,휴무,일
2023-02-27,섬유·의류,1554.6,6.5,조업,월
2023-02-28,섬유·의류,1486.3,6.0,조업,화
2023-03-01,섬유·의류,1271.1,14.0,조업,수
2023-03-02,섬유·의류,1313.5,15.3,조업,목
2023-03-03,섬유·의류,1271.6,10.5,조업,금
2023-03-04,섬유·의류,387.5,14.1,휴무,토
2023-03-05,섬유·의류,392.2,12.0,휴무,일
2023-03-06,섬유·의류,1311.6,13.4,조업,월
2023-03-07,섬유·의류,1365.4,9.9,조업,화
2023-03-08,섬유·의류,1258.2,9.1,조업,수
2023-03-09,섬유·의류,1309.7,14.5,조업,목
2023-03-10,섬유·의류,1362.3,12.9,조업,금
2023-03-11,섬유·의류,382.4,11.1,휴무,토
2023-03-12,섬유·의류,407.0,14.2,휴무,일
2023-03-13,섬유·의류,1374.4,11.9,조업,월
2023-03-14,섬유·의류,1280.9,11.1,조업,화
2023-03-15,섬유·의류,1413.3,13.0,조업,수
2023-03-16,섬유·의류,1280.1,10.7,조업,목
2023-03-17,섬유·의류,1345.1,10.6,조업,금
2023-03-18,섬유·의류,415.9,9.5,휴무,토
2023-03-19,섬유·의류,390.6,9.3,휴무,일
2023-03-20,섬유·의류,1258.6,14.4,조업,월
2023-03-21,섬유·의류,1309.0,9.2,조업,화
2023-03-22,섬유·의류,1281.9,11.1,조업,수
2023-03-23,섬유·의류,1301.4,14.1,조업,목
2023-03-24,섬유·의류,1345.0,8.9,조업,금
2023-03-25,섬유·의류,388.7,11.4,휴무,토
2023-03-26,섬유·의류,405.3,15.3,휴무,일
2023-03-27,섬유·의류,1359.4,11.4,조업,월
2023-03-28,섬유·의류,1369.4,11.7,조업,화
2023-03-29,섬유·의류,1269.7,12.4,조업,수
2023-03-30,섬유·의류,1289.1,15.5,조업,목
2023-03-31,섬유·의류,1319.0,10.7,조업,금
2023-04-01,섬유·의류,362.2,24.3,휴무,토
2023-04-02,섬유·의류,366.3,23.7,휴무,일
2023-04-03,섬유·의류,1161.7,22.4,조업,월
2023-04-04,섬유·의류,1143.0,20.6,조업,화
2023-04-05,섬유·의류,1110.5,17.9,조업,수
2023-04-06,섬유·의류,1184.1,15.6,조업,목
2023-04-07,섬유·의류,1208.9,18.5,조업,금
2023-04-08,섬유·의류,370.7,19.4,휴무,토
2023-04-09,섬유·의류,381.6,21.8,휴무,일
2023-04-10,섬유·의류,1254.4,22.6,조업,월
2023-04-11,섬유·의류,1218.6,19.0,조업,화
2023-04-12,섬유·의류,1215.8,18.1,조업,수
2023-04-13,섬유·의류,1233.8,15.3,조업,목
2023-04-14,섬유·의류,1134.7,21.4,조업,금
2023-04-15,섬유·의류,357.3,18.5,휴무,토
2023-04-16,섬유·의류,385.2,21.1,휴무,일
2023-04-17,섬유·의류,1150.1,21.8,조업,월
2023-04-18,섬유·의류,1213.9,18.1,조업,화
2023-04-19,섬유·의류,1152.3,19.9,조업,수
2023-04-20,섬유·의류,1190.3,22.9,조업,목
2023-04-21,섬유·의류,1149.4,16.4,조업,금
2023-04-22,섬유·의류,365.4,20.0,휴무,토
2023-04-23,섬유·의류,352.8,19.0,휴무,일
2023-04-24,섬유·의류,1283.6,20.7,조업,월
2023-04-25,섬유·의류,1183.9,20.3,조업,화
2023-04-26,섬유·의류,1267.9,22.1,조업,수
2023-04-27,섬유·의류,1213.5,19.3,조업,목
2023-04-28,섬유·의류,1163.3,18.8,조업,금
2023-04-29,섬유·의류,369.5,20.3,휴무,토
2023-04-30,섬유·의류,346.5,16.7,휴무,일
2023-05-01,섬유·의류,1118.1,25.8,조업,월
2023-05-02,섬유·의류,1138.4,28.9,조업,화
2023-05-03,섬유·의류,1187.5,29.2,조업,수
2023-05-04,섬유·의류,1127.0,23.3,조업,목
2023-05-05,섬유·의류,1167.5,28.6,조업,금
2023-05-06,섬유·의류,326.2,28.2,휴무,토
2023-05-07,섬유·의류,347.7,28.7,휴무,일
2023-05-08,섬유·의류,1093.8,25.9,조업,월
2023-05-09,섬유·의류,1147.8,26.4,조업,화
2023-05-10,섬유·의류,1141.6,31.8,조업,수
2023-05-11,섬유·의류,1111.8,26.5,조업,목
2023-05-12,섬유·의류,1168.5,29.5,조업,금
2023-05-13,섬유·의류,322.9,30.5,휴무,토
2023-05-14,섬유·의류,351.1,25.2,휴무,일
2023-05-15,섬유·의류,1108.0,28.7,조업,월
2023-05-16,섬유·의류,1204.6,24.7,조업,화
2023-05-17,섬유·의류,1107.1,29.2,조업,수
2023-05-18,섬유·의류,1041.1,26.5,조업,목
2023-05-19,섬유·의류,1169.3,28.5,조업,금
2023-05-20,섬유·의류,352.5,27.2,휴무,토
2023-05-21,섬유·의류,314.4,28.8,휴무,일
2023-05-22,섬유·의류,1244.9,28.4,조업,월
2023-05-23,섬유·의류,1153.5,28.3,조업,화
2023-05-24,섬유·의류,1260.5,28.9,조업,수
2023-05-25,섬유·의류,1183.8,25.0,조업,목
2023-05-26,섬유·의류,1190.3,26.8,조업,금
2023-05-27,섬유·의류,342.8,27.2,휴무,토
2023-05-28,섬유·의류,350.1,28.7,휴무,일
2023-05-29,섬유·의류,1048.0,29.4,조업,월
2023-05-30,섬유·의류,1085.2,28.6,조업,화
2023-05-31,섬유·의류,993.1,27.4,조업,수
2023-06-01,섬유·의류,1052.4,31.9,조업,목
2023-06-02,섬유·의류,1010.9,32.5,조업,금
2023-06-03,섬유·의류,334.0,34.2,휴무,토
2023-06-04,섬유·의류,330.8,35.8,휴무,일
2023-06-05,섬유·의류,1081.3,30.7,조업,월
2023-06-06,섬유·의류,1144.2,33.2,조업,화
2023-06-07,섬유·의류,1096.2,31.8,조업,수
2023-06-08,섬유·의류,1116.2,31.6,조업,목
2023-06-09,섬유·의류,1146.0,31.0,조업,금
2023-06-10,섬유·의류,311.8,32.7,휴무,토
2023-06-11,섬유·의류,305.9,31.1,휴무,일
2023-06-12,섬유·의류,1068.9,30.8,조업,월
2023-06-13,섬유·의류,1095.0,36.0,조업,화
2023-06-14,섬유·의류,1015.9,34.3,조업,수
2023-06-15,섬유·의류,1187.2,33.4,조업,목
2023-06-16,섬유·의류,1198.3,32.0,조업,금
2023-06-17,섬유·의류,320.2,33.1,휴무,토
2023-06-18,섬유·의류,333.4,34.2,휴무,일
2023-06-19,섬유·의류,1050.1,35.1,조업,월
2023-06-20,섬유·의류,1032.1,34.8,조업,화
2023-06-21,섬유·의류,1103.8,33.8,조업,수
2023-06-22,섬유·의류,1032.4,36.0,조업,목
2023-06-23,섬유·의류,1048.1,31.4,조업,금
2023-06-24,섬유·의류,311.1,35.8,휴무,토
2023-06-25,섬유·의류,317.8,35.5,휴무,일
2023-06-26,섬유·의류,1094.9,32.9,조업,월
2023-06-27,섬유·의류,1090.0,33.9,조업,화
2023-06-28,섬유·의류,1135.6,32.4,조업,수
2023-06-29,섬유·의류,1090.9,33.3,조업,목
2023-06-30,섬유·의류,1100.4,35.6,조업,금
2023-07-01,섬유·의류,289.9,33.8,휴무,토
2023-07-02,섬유·의류,328.1,34.1,휴무,일
2023-07-03,섬유·의류,1031.6,34.1,조업,월
2023-07-04,섬유·의류,993.6,37.1,조업,화
2023-07-05,섬유·의류,995.2,34.1,조업,수
2023-07-06,섬유·의류,1021.1,35.6,조업,목
2023-07-07,섬유·의류,993.2,35.0,조업,금
2023-07-08,섬유·의류,307.4,32.4,휴무,토
2023-07-09,섬유·의류,333.4,37.6,휴무,일
2023-07-10,섬유·의류,983.2,31.8,조업,월
2023-07-11,섬유·의류,992.5,34.6,조업,화
2023-07-12,섬유·의류,1062.9,31.3,조업,수
2023-07-13,섬유·의류,1011.2,34.5,조업,목
2023-07-14,섬유·의류,1013.6,35.3,조업,금
2023-07-15,섬유·의류,315.7,40.1,휴무,토
2023-07-16,섬유·의류,295.6,35.8,휴무,일
2023-07-17,섬유·의류,1031.9,34.0,조업,월
2023-07-18,섬유·의류,991.5,35.3,조업,화
2023-07-19,섬유·의류,968.4,30.5,조업,수
2023-07-20,섬유·의류,1044.3,33.6,조업,목
2023-07-21,섬유·의류,1011.1,33.1,조업,금
2023-07-22,섬유·의류,297.8,34.2,휴무,토
2023-07-23,섬유·의류,298.2,31.9,휴무,일
2023-07-24,섬유·의류,1077.2,35.9,조업,월
2023-07-25,섬유·의류,965.7,33.3,조업,화
2023-07-26,섬유·의류,960.9,33.7,조업,수
2023-07-27,섬유·의류,994.8,32.9,조업,목
2023-07-28,섬유·의류,1063.5,37.2,조업,금
2023-07-29,섬유·의류,316.6,36.9,휴무,토
2023-07-30,섬유·의류,302.7,35.0,휴무,일
2023-07-31,섬유·의류,1032.8,37.8,조업,월
2023-08-01,섬유·의류,1104.4,34.0,조업,화
2023-08-02,섬유·의류,1015.2,30.9,조업,수
2023-08-03,섬유·의류,1111.7,35.6,조업,목
2023-08-04,섬유·의류,1059.9,33.4,조업,금
2023-08-05,섬유·의류,341.7,33.0,휴무,토
2023-08-06,섬유·의류,330.6,35.8,휴무,일
2023-08-07,섬유·의류,1041.5,32.3,조업,월
2023-08-08,섬유·의류,1018.6,33.6,조업,화
2023-08-09,섬유·의류,1044.8,34.3,조업,수
2023-08-10,섬유·의류,1053.8,33.0,조업,목
2023-08-11,섬유·의류,1086.6,33.2,조업,금
2023-08-12,섬유·의류,358.2,34.4,휴무,토
2023-08-13,섬유·의류,334.3,34.7,휴무,일
2023-08-14,섬유·의류,1141.2,30.4,조업,월
2023-08-15,섬유·의류,1125.7,32.1,조업,화
2023-08-16,섬유·의류,1089.1,31.1,조업,수
2023-08-17,섬유·의류,1115.0,29.5,조업,목
2023-08-18,섬유·의류,1021.8,34.3,조업,금
2023-08-19,섬유·의류,306.8,32.7,휴무,토
2023-08-20,섬유·의류,334.7,34.6,휴무,일
2023-08-21,섬유·의류,1045.4,35.2,조업,월
2023-08-22,섬유·의류,1086.9,31.1,조업,화
2023-08-23,섬유·의류,1120.0,30.0,조업,수
2023-08-24,섬유·의류,1128.4,33.9,조업,목
2023-08-25,섬유·의류,1023.8,32.6,조업,금
2023-08-26,섬유·의류,339.2,31.9,휴무,토
2023-08-27,섬유·의류,330.8,31.3,휴무,일
2023-08-28,섬유·의류,1079.2,30.6,조업,월
2023-08-29,섬유·의류,1118.6,30.8,조업,화
2023-08-30,섬유·의류,1028.8,37.3,조업,수
2023-08-31,섬유·의류,1063.5,29.6,조업,목
2023-09-01,섬유·의류,1184.3,27.0,조업,금
2023-09-02,섬유·의류,361.4,27.9,휴무,토
2023-09-03,섬유·의류,378.2,27.6,휴무,일
2023-09-04,섬유·의류,1197.7,30.9,조업,월
2023-09-05,섬유·의류,1109.0,27.9,조업,화
2023-09-06,섬유·의류,1243.2,27.7,조업,수
2023-09-07,섬유·의류,1273.3,26.0,조업,목
2023-09-08,섬유·의류,1175.4,27.8,조업,금
2023-09-09,섬유·의류,343.9,28.0,휴무,토
2023-09-10,섬유·의류,356.5,27.2,휴무,일
2023-09-11,섬유·의류,1215.0,29.1,조업,월
2023-09-12,섬유·의류,1290.7,27.5,조업,화
2023-09-13,섬유·의류,1176.9,32.3,조업,수
2023-09-14,섬유·의류,1211.8,28.5,조업,목
2023-09-15,섬유·의류,1147.1,26.9,조업,금
2023-09-16,섬유·의류,366.2,25.7,휴무,토
2023-09-17,섬유·의류,339.6,31.5,휴무,일
2023-09-18,섬유·의류,1169.0,28.1,조업,월
2023-09-19,섬유·의류,1225.6,23.3,조업,화
2023-09-20,섬유·의류,1127.6,27.4,조업,수
2023-09-21,섬유·의류,1177.2,29.3,조업,목
2023-09-22,섬유·의류,1143.6,20.4,조업,금
2023-09-23,섬유·의류,369.1,26.8,휴무,토
2023-09-24,섬유·의류,368.0,25.6,휴무,일
2023-09-25,섬유·의류,1186.2,27.4,조업,월
2023-09-26,섬유·의류,1212.4,25.9,조업,화
2023-09-27,섬유·의류,1230.9,30.7,조업,수
2023-09-28,섬유·의류,1193.2,26.6,조업,목
2023-09-29,섬유·의류,1190.3,27.8,조업,금
2023-09-30,섬유·의류,362.2,23.8,휴무,토
2023-10-01,섬유·의류,379.4,19.9,휴무,일
2023-10-02,섬유·의류,1188.3,22.3,조업,월
2023-10-03,섬유·의류,1341.9,20.9,조업,화
2023-10-04,섬유·의류,1315.9,23.1,조업,수
2023-10-05,섬유·의류,1362.4,19.7,조업,목
2023-10-06,섬유·의류,1281.6,21.1,조업,금
2023-10-07,섬유·의류,424.0,20.3,휴무,토
2023-10-08,섬유·의류,425.4,22.2,휴무,일
2023-10-09,섬유·의류,1300.8,19.9,조업,월
2023-10-10,섬유·의류,1279.8,20.1,조업,화
2023-10-11,섬유·의류,1348.5,19.1,조업,수
2023-10-12,섬유·의류,1252.5,18.5,조업,목
2023-10-13,섬유·의류,1402.6,20.7,조업,금
2023-10-14,섬유·의류,387.8,18.6,휴무,토
2023-10-15,섬유·의류,381.1,21.3,휴무,일
2023-10-16,섬유·의류,1349.4,19.5,조업,월
2023-10-17,섬유·의류,1332.6,22.3,조업,화
2023-10-18,섬유·의류,1366.0,21.9,조업,수
2023-10-19,섬유·의류,1260.3,18.1,조업,목
2023-10-20,섬유·의류,1298.0,22.5,조업,금
2023-10-21,섬유·의류,378.9,22.5,휴무,토
2023-10-22,섬유·의류,418.2,19.6,휴무,일
2023-10-23,섬유·의류,1272.8,17.9,조업,월
2023-10-24,섬유·의류,1345.0,18.2,조업,화
2023-10-25,섬유·의류,1396.5,19.9,조업,수
2023-10-26,섬유·의류,1312.9,20.3,조업,목
2023-10-27,섬유·의류,1266.0,20.9,조업,금
2023-10-28,섬유·의류,350.3,24.3,휴무,토
2023-10-29,섬유·의류,370.2,20.8,휴무,일
2023-10-30,섬유·의류,1257.8,20.2,조업,월
2023-10-31,섬유·의류,1369.8,18.4,조업,화
2023-11-01,섬유·의류,1465.8,14.4,조업,수
2023-11-02,섬유·의류,1501.0,14.1,조업,목
2023-11-03,섬유·의류,1516.0,13.9,조업,금
2023-11-04,섬유·의류,416.9,11.6,휴무,토
2023-11-05,섬유·의류,413.7,13.9,휴무,일
2023-11-06,섬유·의류,1360.1,12.0,조업,월
2023-11-07,섬유·의류,1386.9,14.2,조업,화
2023-11-08,섬유·의류,1422.0,14.8,조업,수
2023-11-09,섬유·의류,1434.1,11.9,조업,목
2023-11-10,섬유·의류,1456.7,11.6,조업,금
2023-11-11,섬유·의류,430.2,14.0,휴무,토
2023-11-12,섬유·의류,404.6,11.1,휴무,일
2023-11-13,섬유·의류,1477.5,13.0,조업,월
2023-11-14,섬유·의류,1535.4,9.9,조업,화
2023-11-15,섬유·의류,1330.9,13.9,조업,수
2023-11-16,섬유·의류,1399.6,14.9,조업,목
2023-11-17,섬유·의류,1456.5,11.0,조업,금
2023-11-18,섬유·의류,437.6,12.3,휴무,토
2023-11-19,섬유·의류,435.9,10.9,휴무,일
2023-11-20,섬유·의류,1517.1,13.0,조업,월
2023-11-21,섬유·의류,1548.9,12.1,조업,화
2023-11-22,섬유·의류,1423.4,12.8,조업,수
2023-11-23,섬유·의류,1433.9,10.5,조업,목
2023-11-24,섬유·의류,1435.7,11.6,조업,금
2023-11-25,섬유·의류,402.6,11.5,휴무,토
2023-11-26,섬유·의류,438.6,12.0,휴무,일
2023-11-27,섬유·의류,1526.3,14.6,조업,월
2023-11-28,섬유·의류,1496.3,11.4,조업,화
2023-11-29,섬유·의류,1479.0,11.5,조업,수
2023-11-30,섬유·의류,1473.1,9.7,조업,목
2023-12-01,섬유·의류,1629.4,10.3,조업,금
2023-12-02,섬유·의류,484.0,9.1,휴무,토
2023-12-03,섬유·의류,475.2,4.5,휴무,일
2023-12-04,섬유·의류,1604.6,5.8,조업,월
2023-12-05,섬유·의류,1640.1,10.8,조업,화
2023-12-06,섬유·의류,1682.6,8.5,조업,수
2023-12-07,섬유·의류,1629.9,6.3,조업,목
2023-12-08,섬유·의류,1646.8,3.5,조업,금
2023-12-09,섬유·의류,446.7,6.1,휴무,토
2023-12-10,섬유·의류,487.6,4.3,휴무,일
2023-12-11,섬유·의류,1622.7,7.2,조업,월
2023-12-12,섬유·의류,1617.0,9.1,조업,화
2023-12-13,섬유·의류,1695.4,6.2,조업,수
2023-12-14,섬유·의류,1596.5,10.4,조업,목
2023-12-15,섬유·의류,1662.5,4.5,조업,금
2023-12-16,섬유·의류,501.2,8.8,휴무,토
2023-12-17,섬유·의류,495.2,7.7,휴무,일
2023-12-18,섬유·의류,1628.0,5.7,조업,월
2023-12-19,섬유·의류,1765.6,6.6,조업,화
2023-12-20,섬유·의류,1553.7,11.8,조업,수
2023-12-21,섬유·의류,1609.4,7.5,조업,목
2023-12-22,섬유·의류,1594.8,8.0,조업,금
2023-12-23,섬유·의류,491.1,7.3,휴무,토
2023-12-24,섬유·의류,503.6,8.4,휴무,일
2023-12-25,섬유·의류,1606.1,9.2,조업,월
2023-12-26,섬유·의류,1551.7,3.8,조업,화
2023-12-27,섬유·의류,1645.7,7.0,조업,수
2023-12-28,섬유·의류,1662.8,7.9,조업,목
